,allstops.stop_id,allstops.stop_name,allstops.latitude,allstops.longitude,allstops.location_type,allstops.parent_station,center_dist
13626,8503168,"Riedikon, Chis/Naturstation",47.326355,8.710092,,,14.04644891180505
13627,8503169,"Oetwil am See, Langholz",47.26583,8.724761,,,18.707749630286123
13628,8503170,"Esslingen, Lieburg",47.296265,8.717907,,,16.20510269335407
13629,8503171,"Tann, Sonnenberg",47.26641,8.852601,,,26.63424332087677
13630,8503172,"Stäfa, Mühlehölzli",47.25786,8.720081,,,19.0595597518536
13631,8503173,"Tann, Nauen",47.27066,8.852565,,,26.41413036225115
13632,8503174,"Esslingen, Oberesslingen",47.284214,8.71311,,,16.71264199862938
13633,8503175,"Hombrechtikon, Plattenhof",47.253323,8.775642,,,22.542806548395898
13634,8503176,"Wolfhausen, Hüebli",47.254784,8.795405,,,23.63861771222274
13635,8503177,"Hombrechtikon, Tobel",47.25368,8.780332,,,22.7980120476847
13636,8503179,"Wetzikon ZH, Walfershausen",47.32216,8.7973995,,,20.36658532630363
13637,8503180,"Grüt (Gossau ZH), Dorf",47.311092,8.782137,,,19.70768148934638
13638,8503181,"Gossau ZH, Ernst-Brugger-Platz",47.3016,8.763039,,,18.837514788692648
13639,8503182,"Ottikon (Gossau), Kreisel",47.295864,8.778921,,,20.194085139113998
13640,8503183,"Grüningen, Station",47.28144,8.760101,,,19.767605903403886
13641,8503184,"Oetwil am See, Zentrum",47.270092,8.721006,,,18.180806198259965
13642,8503185,"Oetwil am See, Willikon",47.26639,8.73564,,,19.28512570389426
13643,8503186,"Stäfa, Uelikon",47.249176,8.71859,,,19.673866181324485
13644,8503187,"Männedorf, Auf Dorf",47.257084,8.703678,,,18.26427406869142
13645,8503188,"Mönchaltorf, Mönchhof",47.31152,8.721456,,,15.548604623374862
13646,8503189,"Riedikon, Dorf",47.332207,8.711331,,,13.87847450843228
13647,8503190,"Hinwil, Hadlikon",47.287006,8.856652,,,25.924190466212327
13648,8503191,"Dürnten, Oberdürnten",47.27907,8.86038,,,26.537945387895647
13649,8503192,"Dürnten, Kirche",47.278107,8.843644,,,25.44272953734158
13650,8503194,"Kempten, Ochsen",47.332672,8.812949,,,21.175424846918748
13651,8503195,"Bubikon, Dorf",47.26841,8.818959,,,24.308064288072217
13652,8503196,"Wolfhausen, Zentrum",47.257187,8.801325,,,23.851128048673612
13653,8503197,"Hombrechtikon, Post",47.25234,8.769875,,,22.270826346938335
13654,8503198,"Esslingen, Bahnhof",47.287807,8.710092,,,16.285762903038215
13655,8503200,Kilchberg ZH,47.32443,8.5480175,,Parent8503200,6.012095480820045
13656,8503200:0,Kilchberg,47.32443,8.5480175,,Parent8503200,6.012095480820045
13657,8503200:0:1,Kilchberg ZH,47.32443,8.5480175,,Parent8503200,6.012095480820045
13658,8503200:0:2,Kilchberg ZH,47.32443,8.5480175,,Parent8503200,6.012095480820045
13659,8503200P,Kilchberg,47.32443,8.5480175,1,,6.012095480820045
13660,8503201,Rüschlikon,47.307133,8.55516,,Parent8503201,7.988658926830354
13661,8503201:0,Rüschlikon,47.307133,8.55516,,Parent8503201,7.988658926830354
13662,8503201:0:1,Rüschlikon,47.307133,8.55516,,Parent8503201,7.988658926830354
13663,8503201:0:2,Rüschlikon,47.307133,8.55516,,Parent8503201,7.988658926830354
13664,8503201P,Rüschlikon,47.307133,8.55516,1,,7.988658926830354
13665,8503202,Thalwil,47.29598,8.564772,,Parent8503202,9.335837075530199
13666,8503202:0,Thalwil,47.29598,8.564772,,Parent8503202,9.335837075530199
13667,8503202:0:3,Thalwil,47.29598,8.564772,,Parent8503202,9.335837075530199
13668,8503202:0:4,Thalwil,47.29598,8.564772,,Parent8503202,9.335837075530199
13669,8503202:0:5,Thalwil,47.29598,8.564772,,Parent8503202,9.335837075530199
13670,8503202:0:6,Thalwil,47.29598,8.564772,,Parent8503202,9.335837075530199
13671,8503202P,Thalwil,47.29598,8.564772,1,,9.335837075530199
13672,8503203:0,Oberrieden,47.279675,8.578462,,Parent8503203,11.33832088566705
13673,8503203:0:1,Oberrieden,47.279675,8.578462,,Parent8503203,11.33832088566705
13674,8503203:0:2,Oberrieden,47.279675,8.578462,,Parent8503203,11.33832088566705
13675,8503203P,Oberrieden,47.279675,8.578462,1,,11.33832088566705
13676,8503204:0,Horgen,47.261486,8.596913,,Parent8503204,13.675556083036138
13677,8503204:0:3,Horgen,47.261486,8.596913,,Parent8503204,13.675556083036138
13678,8503204:0:4,Horgen,47.261486,8.596913,,Parent8503204,13.675556083036138
13679,8503204P,Horgen,47.261486,8.596913,1,,13.675556083036138
13680,8503205:0,Au ZH,47.246822,8.643724,,Parent8503205,16.574704869770972
13681,8503205:0:3,Au ZH,47.246822,8.643724,,Parent8503205,16.574704869770972
13682,8503205:0:4,Au ZH,47.246822,8.643724,,Parent8503205,16.574704869770972
13683,8503205P,Au ZH,47.246822,8.643724,1,,16.574704869770972
13684,8503206:0,Wädenswil,47.229305,8.67522,,Parent8503206,19.448511289798304
13685,8503206:0:1,Wädenswil,47.229305,8.67522,,Parent8503206,19.448511289798304
13686,8503206:0:2,Wädenswil,47.229305,8.67522,,Parent8503206,19.448511289798304
13687,8503206:0:3,Wädenswil,47.229305,8.67522,,Parent8503206,19.448511289798304
13688,8503206:0:4,Wädenswil,47.229305,8.67522,,8503206P,19.448511289798304
13689,8503206:0:9,Wädenswil,47.229305,8.67522,,Parent8503206,19.448511289798304
13690,8503206P,Wädenswil,47.229305,8.67522,1,,19.448511289798304
13691,8503207:0,Richterswil,47.208378,8.707478,,Parent8503207,22.722199141256947
13692,8503207:0:1,Richterswil,47.208378,8.707478,,Parent8503207,22.722199141256947
13693,8503207:0:2,Richterswil,47.208378,8.707478,,Parent8503207,22.722199141256947
13694,8503207P,Richterswil,47.208378,8.707478,1,,22.722199141256947
13695,8503208:0,Bäch,47.20098,8.727178,,Parent8503208,24.243903868476846
13696,8503208:0:1,Bäch SZ,47.20098,8.727178,,Parent8503208,24.243903868476846
13697,8503208:0:2,Bäch SZ,47.20098,8.727178,,Parent8503208,24.243903868476846
13698,8503208P,Bäch,47.20098,8.727178,1,,24.243903868476846
13699,8503209,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13700,8503209:0,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13701,8503209:0:1,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13702,8503209:0:2,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13703,8503209:0:3,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13704,8503209:0:5,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13705,8503209:0:6,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13706,8503209:0:6B,Pfäffikon SZ,47.203,8.778131,,8503209P,26.494786595643365
13707,8503209:0:6BC,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13708,8503209:0:6D-F,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13709,8503209:0:6D-H,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13710,8503209:0:7,Pfäffikon SZ,47.203,8.778131,,Parent8503209,26.494786595643365
13711,8503209P,Pfäffikon SZ,47.203,8.778131,1,,26.494786595643365
13712,8503210:0,Freienbach SBB,47.20731,8.756221,,Parent8503210,25.039439902383734
13713,8503210:0:1,Freienbach SBB,47.20731,8.756221,,Parent8503210,25.039439902383734
13714,8503210:0:132,Freienbach SBB,47.20731,8.756221,,8503210P,25.039439902383734
13715,8503210:0:2,Freienbach SBB,47.20731,8.756221,,Parent8503210,25.039439902383734
13716,8503210:0:232,Freienbach SBB,47.20731,8.756221,,8503210P,25.039439902383734
13717,8503210P,Freienbach SBB,47.20731,8.756221,1,,25.039439902383734
13718,8503211:0,Altendorf,47.193966,8.822903,,Parent8503211,29.57470562306927
13719,8503211:0:1,Altendorf,47.193966,8.822903,,Parent8503211,29.57470562306927
13720,8503211:0:2,Altendorf,47.193966,8.822903,,Parent8503211,29.57470562306927
13721,8503211P,Altendorf,47.193966,8.822903,1,,29.57470562306927
13724,8503219,"Bäretswil, Bussental",47.350082,8.8585205,,,24.198768989489377
13822,8503251,"Wetzikon ZH, Oberwetzikon",47.326763,8.79977,,,20.3870267698579
13823,8503252,"Kempten, Oberkempten",47.329075,8.823073,,,22.01317441688354
13824,8503253,"Uster, Hegetsberg",47.349342,8.733224,,,14.900722776095316
13825,8503254,"Uster, Niederuster",47.34454,8.702178,,,12.771842631991214
13832,8503263,Sulzbach,47.328194,8.745109,,,16.418342403925113
13833,8503264,"Grüningen, Im Haufland",47.283684,8.7663355,,,20.031036236581652
13835,8503267,"Bertschikon bei Gossau, Dorf",47.32031,8.757559,,,17.60604451144973
13867,8503284,Biberbrugg,47.156384,8.722713,,Parent8503284,28.264600777212
13868,8503284:0,Biberbrugg,47.15637,8.722695,,Parent8503284,28.265301726485983
13869,8503284:0:2,Biberbrugg,47.15637,8.722695,,Parent8503284,28.265301726485983
13870,8503284:0:3,Biberbrugg,47.15637,8.722695,,Parent8503284,28.265301726485983
13871,8503284:0:4,Biberbrugg,47.15637,8.722695,,Parent8503284,28.265301726485983
13872,8503284:0:5,Biberbrugg,47.15637,8.722695,,Parent8503284,28.265301726485983
13873,8503284P,Biberbrugg,47.15637,8.722695,1,,28.265301726485983
13874,8503285:0,Schindellegi-Feusisberg,47.176403,8.709373,,Parent8503285,25.829276289010746
13875,8503285:0:2,Schindellegi-Feusisberg,47.176403,8.709373,,Parent8503285,25.829276289010746
13876,8503285:0:3,Schindellegi-Feusisberg,47.176403,8.709373,,Parent8503285,25.829276289010746
13877,8503285P,Schindellegi-Feusisberg,47.176403,8.709373,1,,25.829276289010746
13878,8503286:0,Samstagern,47.191544,8.685972,,Parent8503286,23.503089838092308
13879,8503286:0:1,Samstagern,47.191544,8.685972,,Parent8503286,23.503089838092308
13880,8503286:0:2,Samstagern,47.191544,8.685972,,Parent8503286,23.503089838092308
13881,8503286:0:3,Samstagern,47.191544,8.685972,,Parent8503286,23.503089838092308
13882,8503286:0:3C,Samstagern,47.191544,8.685972,,Parent8503286,23.503089838092308
13883,8503286:0:3CD,Samstagern,47.191547,8.68599,,Parent8503286,23.50342907331182
13884,8503286:0:73,Samstagern,47.191544,8.685972,,Parent8503286,23.503089838092308
13885,8503286P,Samstagern,47.191544,8.685972,1,,23.503089838092308
13886,8503287:0,Burghalden,47.208668,8.692692,,Parent8503287,22.095503965141532
13887,8503287:0:1,Burghalden,47.208668,8.692692,,Parent8503287,22.095503965141532
13888,8503287:0:2,Burghalden,47.208668,8.692692,,Parent8503287,22.095503965141532
13889,8503287P,Burghalden,47.208668,8.692692,1,,22.095503965141532
13890,8503288:0,Wollerau,47.19543,8.724995,,Parent8503288,24.6558406860083
13891,8503288:0:2,Wollerau,47.19543,8.724995,,Parent8503288,24.6558406860083
13892,8503288:0:3,Wollerau,47.19543,8.724995,,Parent8503288,24.6558406860083
13893,8503288P,Wollerau,47.19543,8.724995,1,,24.6558406860083
13894,8503289:0,Freienbach SOB,47.2042,8.759382,,Parent8503289,25.457430608336995
13895,8503289:0:1,Freienbach SOB,47.2042,8.759382,,Parent8503289,25.457430608336995
13896,8503289:0:2,Freienbach SOB,47.2042,8.759382,,Parent8503289,25.457430608336995
13897,8503289P,Freienbach SOB,47.2042,8.759382,1,,25.457430608336995
13899,8503292:0,Altmatt,47.13165,8.696123,,Parent8503292,29.854525483025025
13900,8503292:0:1,Altmatt,47.13165,8.696123,,Parent8503292,29.854525483025025
13901,8503292:0:2,Altmatt,47.13165,8.696123,,Parent8503292,29.854525483025025
13902,8503292P,Altmatt,47.13165,8.696123,1,,29.854525483025025
13903,8503293,Grüenfeld,47.198296,8.687293,,,22.889454085070383
13904,8503294,Riedmatt SZ,47.19671,8.712104,,,24.00008521551898
13905,8503295,Wilen bei Wollerau,47.197586,8.734338,,,24.86606544451381
13906,8503299,Hurden,47.214138,8.800732,,,26.817367682121017
13907,8503299:0,Hurden,47.214138,8.800732,,,26.817367682121017
13908,8503299:0:1,Hurden,47.214138,8.800732,,,26.817367682121017
13909,8503300,Kempten,47.332043,8.804721,,,20.591087908752225
13910,8503300:0,Kempten,47.332043,8.804721,,,20.591087908752225
13911,8503300:0:1,Kempten,47.332043,8.804721,,,20.591087908752225
13912,8503301:0,Pfäffikon ZH,47.367085,8.784796,,Parent8503301,18.479708735368927
13913,8503301:0:1,Pfäffikon ZH,47.367085,8.784796,,Parent8503301,18.479708735368927
13914,8503301:0:2,Pfäffikon ZH,47.367085,8.784796,,Parent8503301,18.479708735368927
13915,8503301P,Pfäffikon ZH,47.367085,8.784796,1,,18.479708735368927
13916,8503302:0,Fehraltorf,47.385124,8.750292,,Parent8503302,15.856346601724312
13917,8503302:0:1,Fehraltorf,47.385124,8.750292,,Parent8503302,15.856346601724312
13918,8503302:0:2,Fehraltorf,47.385124,8.750292,,Parent8503302,15.856346601724312
13919,8503302P,Fehraltorf,47.385124,8.750292,1,,15.856346601724312
13920,8503303:0,Illnau,47.40882,8.722732,,Parent8503303,14.176503057192779
13921,8503303:0:1,Illnau,47.40882,8.722732,,Parent8503303,14.176503057192779
13922,8503303:0:2,Illnau,47.40882,8.722732,,Parent8503303,14.176503057192779
13923,8503303P,Illnau,47.40882,8.722732,1,,14.176503057192779
13924,8503304:0,Kemptthal,47.45284,8.705583,,Parent8503304,14.983765951495723
13925,8503304:0:2,Kemptthal,47.45284,8.705583,,Parent8503304,14.983765951495723
13926,8503304:0:3,Kemptthal,47.45284,8.705583,,Parent8503304,14.983765951495723
13927,8503304P,Kemptthal,47.45284,8.705583,1,,14.983765951495723
13928,8503305:0,Effretikon,47.425816,8.686682,,Parent8503305,12.24991692423524
13929,8503305:0:1,Effretikon,47.425816,8.686682,,Parent8503305,12.24991692423524
13930,8503305:0:2,Effretikon,47.425816,8.686682,,Parent8503305,12.24991692423524
13931,8503305:0:3,Effretikon,47.425816,8.686682,,Parent8503305,12.24991692423524
13932,8503305:0:5,Effretikon,47.425816,8.686682,,Parent8503305,12.24991692423524
13933,8503305:0:6,Effretikon,47.425816,8.686682,,Parent8503305,12.24991692423524
13934,8503305P,Effretikon,47.425816,8.686682,1,,12.24991692423524
13935,8503306:0,Dietlikon,47.4202,8.619272,,Parent8503306,7.577480762235242
13936,8503306:0:1,Dietlikon,47.4202,8.619272,,Parent8503306,7.577480762235242
13937,8503306:0:2,Dietlikon,47.4202,8.619272,,Parent8503306,7.577480762235242
13938,8503306:0:3,Dietlikon,47.4202,8.619272,,Parent8503306,7.577480762235242
13939,8503306P,Dietlikon,47.4202,8.619272,1,,7.577480762235242
13940,8503307:0,Bassersdorf,47.438572,8.626216,,Parent8503307,9.340766559866914
13941,8503307:0:1,Bassersdorf,47.438572,8.626216,,Parent8503307,9.340766559866914
13942,8503307:0:2,Bassersdorf,47.438572,8.626216,,Parent8503307,9.340766559866914
13943,8503307:0:3,Bassersdorf,47.438572,8.626216,,Parent8503307,9.340766559866914
13944,8503307P,Bassersdorf,47.438572,8.626216,1,,9.340766559866914
13945,8503308:0,Kloten,47.44861,8.583807,,Parent8503308,8.501974579304735
13946,8503308:0:3,Kloten,47.44861,8.583807,,Parent8503308,8.501974579304735
13947,8503308:0:4,Kloten,47.44861,8.583807,,Parent8503308,8.501974579304735
13948,8503308P,Kloten,47.44861,8.583807,1,,8.501974579304735
13949,8503309:0,Kloten Balsberg,47.442287,8.570719,,,7.498507094137562
13950,8503309:0:1,Kloten Balsberg,47.442287,8.570719,,,7.498507094137562
13951,8503310:0,Glattbrugg,47.43083,8.558851,,Parent8503310,6.027701867133538
13952,8503310:0:2,Glattbrugg,47.43083,8.558851,,Parent8503310,6.027701867133538
13953,8503310:0:3,Glattbrugg,47.43083,8.558851,,Parent8503310,6.027701867133538
13954,8503310P,Glattbrugg,47.43083,8.558851,1,,6.027701867133538
13955,8503311:0,Rümlang,47.454067,8.532764,,Parent8503311,8.466568037582334
13956,8503311:0:2,Rümlang,47.454067,8.532764,,8503311P,8.466568037582334
13957,8503311:0:3,Rümlang,47.454067,8.532764,,Parent8503311,8.466568037582334
13958,8503311:0:4,Rümlang,47.454067,8.532764,,Parent8503311,8.466568037582334
13959,8503311P,Rümlang,47.454067,8.532764,1,,8.466568037582334
13960,8503312:0,Oberglatt,47.470203,8.510621,,Parent8503312,10.483994597318805
13961,8503312:0:1,Oberglatt ZH,47.470203,8.510621,,Parent8503312,10.483994597318805
13962,8503312:0:2,Oberglatt ZH,47.470203,8.510621,,Parent8503312,10.483994597318805
13963,8503312:0:3,Oberglatt ZH,47.470203,8.510621,,Parent8503312,10.483994597318805
13964,8503312P,Oberglatt,47.470203,8.510621,1,,10.483994597318805
13965,8503313:0,Niederglatt,47.487473,8.503318,,Parent8503313,12.480240120286988
13966,8503313:0:5,Niederglatt ZH,47.487473,8.503318,,Parent8503313,12.480240120286988
13967,8503313:0:6,Niederglatt ZH,47.487473,8.503318,,Parent8503313,12.480240120286988
13968,8503313P,Niederglatt,47.487473,8.503318,1,,12.480240120286988
13969,8503314:0,Niederhasli,47.47833,8.488711,,,11.805053449888618
13970,8503314:0:1,Niederhasli,47.47833,8.488711,,,11.805053449888618
13971,8503315:0,Dielsdorf,47.48242,8.459444,,Parent8503315,13.103768205431772
13972,8503315:0:2,Dielsdorf,47.48242,8.459444,,Parent8503315,13.103768205431772
13973,8503315:0:3,Dielsdorf,47.48242,8.459444,,Parent8503315,13.103768205431772
13974,8503315P,Dielsdorf,47.48242,8.459444,1,,13.103768205431772
13975,8503316:0,Steinmaur,47.489986,8.446858,,,14.297381650472994
13976,8503316:0:1,Steinmaur,47.489986,8.446858,,,14.297381650472994
13977,8503317:0,Schöfflisdorf-Oberweningen,47.49797,8.411816,,,16.47651682696331
13978,8503317:0:1,Schöfflisdorf-Oberweningen,47.49797,8.411816,,,16.47651682696331
13979,8503318,Niederweningen Dorf,47.505917,8.381075,,,18.602988081794543
13980,8503318:0,Niederweningen Dorf,47.505917,8.381075,,,18.602988081794543
13981,8503318:0:1,Niederweningen Dorf,47.505917,8.381075,,,18.602988081794543
13982,8503319:0,Niederweningen,47.5112,8.369631,,,19.610729609645237
13983,8503319:0:1,Niederweningen,47.5112,8.369631,,,19.610729609645237
13995,8503340:0,Opfikon,47.429955,8.561798,,Parent8503340,5.989582896603183
13996,8503340:0:1,Opfikon,47.429955,8.561798,,Parent8503340,5.989582896603183
13997,8503340:0:2,Opfikon,47.429955,8.561798,,Parent8503340,5.989582896603183
13998,8503340P,Opfikon,47.429955,8.561798,1,,5.989582896603183
14001,8503350,"Kindhausen ZH, Geeren",47.408283,8.683637,,,11.32043659339097
14002,8503351,"Bisikon, Dorf",47.41252,8.695414,,,12.309464290070059
14003,8503353,"Jona, Schönau",47.240265,8.830808,,,26.75073392442072
14004,8503354,"Kempraten, Belsito",47.239468,8.8229475,,,26.319650399817103
14005,8503355,"Rüti ZH, Unterwiesstrasse",47.25568,8.845774,,,26.76861261159258
14006,8503356,"Hombrechtikon, Krone",47.251064,8.766372,,,22.156612966721887
14007,8503358,"Rüti ZH, Sportplatz",47.250256,8.841668,,,26.818404969432876
14008,8503359,"Stäfa, Kehlhof",47.234177,8.736242,,,21.802783721169046
14009,8503361,"Stäfa, Laubisrüti",47.238613,8.7478485,,,22.054442109900567
14010,8503363,"Uetikon am See, Kleindorf",47.26429,8.682586,,,16.611473120712724
14011,8503364,"Mönchaltorf, Langenmatt",47.31545,8.72089,,,15.306661909348806
14012,8503365,"Hinwil, Girenbad",47.30953,8.871852,,,26.142566717724357
14013,8503366,"Wernetshausen, Dorf",47.29916,8.8670635,,,26.162781335971292
14017,8503370,"Effretikon, Eselriet",47.42432,8.700255,,,13.113535815608635
14018,8503371,"Illnau, Löwen",47.416332,8.7174225,,,14.018678044140264
14019,8503372,"Effretikon, Wattspitz",47.427097,8.694686,,,12.856213162741756
14020,8503373,"Weisslingen, Dorf",47.431557,8.763614,,,17.859253034886876
14021,8503374,"Grafstal, Unterdorf",47.44518,8.701253,,,14.248994226080702
14022,8503375,"Kyburg, Dorf",47.457165,8.744497,,,17.73400675185522
14023,8503376,Ottikon b. Kemptthal,47.435314,8.716937,,,14.763532796925395
14024,8503377,"Lindau, Dorf",47.441475,8.671492,,,12.149503946054075
14025,8503378,"Tagelswangen, Dorf",47.430405,8.671923,,,11.506815613513478
14026,8503380,"Winterberg ZH, Dorf",47.456406,8.69306,,,14.443774423631583
14027,8503381,"Grafstal, Thalegg",47.442646,8.704118,,,14.289720178796296
14028,8503382,"Illnau, Weisslingerstrasse",47.407936,8.727052,,,14.46994586119665
14036,8503392,"Gossau ZH, Mitteldorf",47.307396,8.7592745,,,18.297947222927238
14038,8503396,"Rüti ZH, Rekrutierungszentrum",47.25988,8.843034,,,26.354380580519468
14039,8503398,"Wernetshausen, Letten",47.29704,8.861413,,,25.84356597687986
14040,8503400,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14041,8503400:0,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14042,8503400:0:1,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14043,8503400:0:2,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14044,8503400:0:3,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14045,8503400:0:4,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14046,8503400:0:5,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14047,8503400:0:6,Bülach,47.52395,8.536205,,Parent8503400,16.230152271196065
14048,8503400P,Bülach,47.52395,8.536205,1,,16.230152271196065
14049,8503401,Glattfelden,47.548557,8.524051,,Parent8503401,19.005593512052705
14050,8503401:0,Glattfelden,47.548557,8.524051,,Parent8503401,19.005593512052705
14051,8503401:0:1,Glattfelden,47.548557,8.524051,,Parent8503401,19.005593512052705
14052,8503401:0:2,Glattfelden,47.548557,8.524051,,Parent8503401,19.005593512052705
14053,8503401:0:819,Glattfelden,47.548557,8.524051,,8503401P,19.005593512052705
14054,8503401P,Glattfelden,47.548557,8.524051,1,,19.005593512052705
14055,8503402,Eglisau,47.572376,8.516559,,Parent8503402,21.69140288384011
14056,8503402:0,Eglisau,47.572376,8.516559,,Parent8503402,21.69140288384011
14057,8503402:0:1,Eglisau,47.572376,8.516559,,Parent8503402,21.69140288384011
14058,8503402:0:2,Eglisau,47.572376,8.516559,,Parent8503402,21.69140288384011
14059,8503402:0:3,Eglisau,47.572376,8.516559,,Parent8503402,21.69140288384011
14060,8503402P,Eglisau,47.572376,8.516559,1,,21.69140288384011
14061,8503403,Hüntwangen-Wil,47.581264,8.512849,,Parent8503403,22.70129456201194
14062,8503403:0,Hüntwangen-Wil,47.581264,8.512849,,Parent8503403,22.70129456201194
14063,8503403:0:3,Hüntwangen-Wil,47.581264,8.512849,,Parent8503403,22.70129456201194
14064,8503403:0:4,Hüntwangen-Wil,47.581264,8.512849,,Parent8503403,22.70129456201194
14065,8503403P,Hüntwangen-Wil,47.581264,8.512849,1,,22.70129456201194
14066,8503404,Rafz,47.603798,8.543454,,Parent8503404,25.117208015666673
14067,8503404:0,Rafz,47.603798,8.543454,,Parent8503404,25.117208015666673
14068,8503404:0:3,Rafz,47.603798,8.543454,,Parent8503404,25.117208015666673
14069,8503404:0:4,Rafz,47.603798,8.543454,,Parent8503404,25.117208015666673
14070,8503404P,Rafz,47.603798,8.543454,1,,25.117208015666673
14071,8503405,Zweidlen,47.57045,8.467916,,Parent8503405,22.086249187141274
14072,8503405:0:2,Zweidlen,47.57045,8.467916,,8503405P,22.086249187141274
14073,8503405:0:3,Zweidlen,47.57045,8.467916,,8503405P,22.086249187141274
14074,8503405P,Zweidlen,47.57045,8.467916,1,,22.086249187141274
14075,8503408,Rekingen AG,47.56997,8.327122,,Parent8503408,26.7170750610268
14076,8503408:0,Rekingen AG,47.56997,8.327122,,Parent8503408,26.7170750610268
14077,8503408:0:6,Rekingen AG,47.56997,8.327122,,Parent8503408,26.7170750610268
14078,8503408:0:7,Rekingen AG,47.56997,8.327122,,Parent8503408,26.7170750610268
14079,8503408P,Rekingen AG,47.56997,8.327122,1,,26.7170750610268
14080,8503409,Bad Zurzach,47.588314,8.295591,,Parent8503409,29.785365022395535
14081,8503409:0,Bad Zurzach,47.588314,8.295591,,Parent8503409,29.785365022395535
14082,8503409:0:1,Bad Zurzach,47.588314,8.295591,,Parent8503409,29.785365022395535
14083,8503409:0:2,Bad Zurzach,47.588314,8.295591,,Parent8503409,29.785365022395535
14084,8503409P,Bad Zurzach,47.588314,8.295591,1,,29.785365022395535
14091,8503413,Kaiserstuhl AG,47.56645,8.419164,,,22.858011571067493
14092,8503413:0,Kaiserstuhl AG,47.56645,8.419164,,,22.858011571067493
14093,8503413:0:1,Kaiserstuhl AG,47.56645,8.419164,,,22.858011571067493
14094,8503414,Mellikon,47.568485,8.352509,,,25.474692217859516
14095,8503414:0,Mellikon,47.568485,8.352509,,,25.474692217859516
14096,8503414:0:1,Mellikon,47.568485,8.352509,,,25.474692217859516
14097,8503415,Rümikon AG,47.56538,8.373664,,,24.328078814394885
14098,8503415:0,Rümikon AG,47.56538,8.373664,,,24.328078814394885
14099,8503415:0:1,Rümikon AG,47.56538,8.373664,,,24.328078814394885
14102,8503420,Lottstetten,47.625736,8.566819,,,27.631128153461216
14103,8503420:0,Lottstetten,47.625736,8.566819,,,27.631128153461216
14104,8503420:0:1,Lottstetten,47.625736,8.566819,,,27.631128153461216
14161,8503436,"Seuzach, Alterszentrum",47.535862,8.727411,,,22.523102844676153
14164,8503446,Zürich Landesmuseum (See),47.379047,8.541577,,,0.14240555387339002
14165,8503447,Zürich Storchen,47.37103,8.541964,,,0.8067351648833654
14194,8503499,Zürich Central (Polybahn),47.37654,8.544039,,,0.34249321600579824
14195,8503500,Zürich Polyterrasse,47.376858,8.546401,,,0.49052952534657884
14201,8503502,Siggenthal-Würenlingen,47.52069,8.24066,,,27.595089954937066
14202,8503502:0:1,Siggenthal-Würenlingen,47.52069,8.24066,,,27.595089954937066
14203,8503503,Turgi,47.491756,8.25346,,Parent8503503,25.0404962636506
14204,8503503:0,Turgi,47.491756,8.25346,,Parent8503503,25.0404962636506
14205,8503503:0:1,Turgi,47.491756,8.25346,,Parent8503503,25.0404962636506
14206,8503503:0:2,Turgi,47.491756,8.25346,,Parent8503503,25.0404962636506
14207,8503503:0:3,Turgi,47.491756,8.25346,,Parent8503503,25.0404962636506
14208,8503503:0:4,Turgi,47.491756,8.25346,,Parent8503503,25.0404962636506
14209,8503503P,Turgi,47.491756,8.25346,1,,25.0404962636506
14210,8503504,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14211,8503504:0,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14212,8503504:0:1,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14213,8503504:0:2,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14214,8503504:0:2AB,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14215,8503504:0:3,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14216,8503504:0:4,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14217,8503504:0:4AB,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14218,8503504:0:4CD,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14219,8503504:0:5,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14220,8503504:0:5AB,Baden,47.47642,8.30771,,Parent8503504,20.65713288553963
14221,8503504P,Baden,47.47642,8.30771,1,,20.65713288553963
14222,8503505,Wettingen,47.459637,8.31601,,Parent8503505,19.178266058182185
