,allstops.stop_id,allstops.stop_name,allstops.latitude,allstops.longitude,allstops.location_type,allstops.parent_station,center_dist
2152,1103922,"Riedern (Klettg), Unterriedern",47.624084,8.447586,,,28.250286663889405
2153,1103923,"Riedern (Klettg), Oberriedern",47.62153,8.454432,,,27.850591539287706
2154,1103924,"Dettighofen (D), Eichberg",47.62681,8.465912,,,28.238382889804434
2155,1103925,"Dettighofen (D), Kirchholz",47.626915,8.468266,,,28.21520470595475
2156,1103926,"Bühl (D), Säge",47.617073,8.46805,,,27.144090731944537
2219,1103998,"Balm (Kr WT), Ortseingang",47.63476,8.592718,,,28.835806214570784
2220,1103999,"Baltersweil, Neue Welt",47.634575,8.508016,,,28.64495236611786
2221,1104000,"Baltersweil, Rathaus",47.636948,8.510136,,,28.89520411581165
2222,1104001,"Baltersweil, Zollhaus",47.638874,8.518643,,,29.066070456878972
2228,1104008,Bechtersbohl,47.603977,8.347209,,,29.041963303317527
2237,1104018,"Bergöschingen, Abzw Bercherhof",47.588203,8.412157,,,25.2937178493976
2238,1104019,Bergöschingen,47.595497,8.421526,,,25.792736228324443
2295,1104089,"Bühl (D), Abzweigung",47.619644,8.461699,,,27.52348224683662
2296,1104090,"Bühl (D), Dorf",47.61463,8.46381,,,26.94419110438231
2297,1104091,"Bühl (D), Notburgastrasse",47.616707,8.468499,,,27.09740459766895
2301,1104096,"Dangstetten, Dorfplatz",47.597054,8.324912,,,29.274776061369142
2302,1104097,"Dangstetten, Kindergarten",47.59705,8.320142,,,29.475246088319764
2303,1104098,"Dangstetten, Römerhof",47.595528,8.318022,,,29.426005555802718
2305,1104101,"Detighofen-Berwangen, Ort",47.628365,8.501342,,,28.00433531032673
2306,1104102,"Dettighofen (D), Löwen",47.62382,8.48351,,,27.676643458709147
2307,1104103,"Dettighofen (D), Rathaus",47.625084,8.4887295,,,27.757958408828404
2355,1104155,"Geisslingen, Bürgerhaus",47.62002,8.3900585,,,29.203818472688674
2356,1104156,"Geisslingen, Klettgauer Hof",47.61932,8.3947115,,,28.997543210439378
2378,1104179,"Griessen, Linde",47.625797,8.414016,,,29.159704453244085
2379,1104180,"Griessen, Rathaus",47.626305,8.414914,,,29.191198785233745
2380,1104181,"Griessen, Schule",47.624756,8.411141,,,29.121858716764233
2381,1104182,"Griessen, Siedlung",47.627026,8.405643,,,29.50006963455678
2396,1104198,Günzgen,47.58521,8.45957,,,23.834617281964654
2423,1104227,"Hohentengen, Herdern",47.574837,8.455204,,,22.81021426875888
2460,1104265,"Hohentengen, Engelhof",47.57525,8.409615,,,24.045012120482877
2461,1104266,"Hohentengen, GMS",47.57049,8.430734,,,22.943175154115515
2462,1104267,"Hohentengen, Klausen",47.5693,8.42627,,,22.943432615371282
2463,1104268,"Hohentengen, Löwen",47.570583,8.435531,,,22.825342531231303
2464,1104270,"Hohentengen, Gewerbegebiet",47.57212,8.441469,,,22.83620934566046
2465,1104271,"Hohentengen, Guggenmühle",47.579636,8.401341,,,24.748545511933603
2466,1104272,"Hohentengen, Kath. Pfarramt",47.569,8.433339,,,22.718123449595232
2467,1104273,"Hohentengen, Kh. Boller",47.57101,8.434453,,,22.898111468946627
2468,1104275,"Hohentengen, Abz Bergöschingen",47.579502,8.402805,,,24.68853376883335
2490,1104300,"Jestetten, Osterfingerstrasse",47.63711,8.545098,,,28.826650003252343
2493,1104303,"Jestetten, Säge",47.646793,8.562454,,,29.949235423679188
2494,1104304,"Jestetten, Zollamt Wangental",47.64545,8.532378,,,29.758511868131173
2504,1104314,"Küssaberg, Bechtersbohl Abzw",47.612743,8.349104,,,29.821281849365164
2505,1104315,"Küssaberg, Küssaburg",47.60104,8.359084,,,28.317202798089482
2506,1104316,"Küssaberg, Küssnach",47.59401,8.364249,,,27.443898519327153
2545,1104360,Lienheim,47.573334,8.376674,,,24.977954266497758
2546,1104362,"Lienheim, Schule",47.572903,8.375658,,,24.974181598479024
2547,1104363,"Lottstetten, Abzw.Nacker Mühle",47.615177,8.579522,,,26.548764041593856
2548,1104365,"Lottstetten, Post",47.628384,8.573288,,,27.964411192568267
2549,1104366,"Lottstetten, Grundschule",47.63141,8.577096,,,28.32668478020394
2550,1104367,"Lottstetten, Hauptstrasse",47.62843,8.5751915,,,27.982675055382522
2551,1104368,"Lottstetten, Industriegebiet",47.630737,8.580114,,,28.27543693345243
2552,1104369,"Lottstetten, Kindergarten",47.62722,8.57441,,,27.843062252780452
2573,1104394,"Lottstetten, Nack Ortsmitte",47.607235,8.578022,,,25.657571722833087
2616,1104439,"Reckingen (WT), L161",47.57455,8.331758,,,26.920791281045137
2617,1104440,"Reckingen (WT), Oberdorf",47.575726,8.331515,,,27.037854477951466
2618,1104441,"Reckingen (WT), Gemeindehalle",47.573456,8.329969,,,26.901213743139767
2619,1104442,"Reckingen (WT), Weissbuckhöfe",47.58191,8.327383,,,27.779359215909967
2622,1104445,"Rheinheim, Färberweg",47.588726,8.303838,,,29.441085741819155
2623,1104446,"Rheinheim, Friedhof",47.591087,8.306183,,,29.544870668327853
2625,1104448,"Rheinheim, Hardtweg",47.585518,8.30982,,,28.88425747350065
2626,1104450,"Rheinheim, Kindergarten",47.588284,8.3026705,,,29.45534216040522
2627,1104451,"Rheinheim, Kreuzung",47.589478,8.306047,,,29.407531769573733
2628,1104452,"Rheinheim, Ortsmitte",47.588688,8.305104,,,29.38005840055
2651,1104475,"Riedern (Klettg), Sternen",47.624935,8.445305,,,28.384930554643994
2699,1104528,"Hohentengen, Stetten",47.59017,8.439403,,,24.791787897330575
2700,1104529,"Hohentengen, Stetten Schule",47.589993,8.4421425,,,24.710482568829967
2891,1104738,"Griessen (Baden), Bahnhof",47.627956,8.397299,,,29.81869957866435
3101,1105017,"Lottstetten, Bahnhofstrasse",47.626095,8.570152,,,27.690344624420494
4349,1108935,Nack Fährensteg,47.606438,8.595413,,,25.74858432667776
6208,139,Damm,47.217327,8.805062,,,26.819012792292654
7896,176,Zimmerberg-Basistunnel,47.351677,8.521957,,,3.25449348390216
8436,8014480,Griessen (Baden),47.62843,8.396005,,,29.90322373354468
8437,8014480:0,Griessen (Baden),47.62843,8.396005,,,29.90322373354468
8438,8014480:0:1,Griessen (Baden),47.62843,8.396005,,,29.90322373354468
10558,8500309,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10559,8500309:0,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10560,8500309:0:1,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10561,8500309:0:2,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10562,8500309:0:3,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10563,8500309:0:31,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10564,8500309:0:32,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10565,8500309:0:33,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10566,8500309:0:34,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10567,8500309:0:35,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10568,8500309:0:4,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10569,8500309:0:5,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10570,8500309:0:5AB,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10571,8500309:0:5CD,Brugg AG,47.48086,8.208841,,Parent8500309,27.468752040893555
10572,8500309P,Brugg AG,47.48086,8.208841,1,,27.468752040893555
10632,8500550,"Brugg AG, Brücke",47.486416,8.206919,,,27.862391687037388
10633,8500551,"Bözberg, Haldensteinstrasse",47.480145,8.172621,,,29.942692350273894
10634,8500552,"Rüfenach AG, Hinterrein",47.508095,8.220025,,,28.13592509268089
10637,8500555,"Lauffohr, Dorf",47.50239,8.23376,,,26.9213819729401
10641,8500559,"Umiken, Mühlehalde",47.484848,8.197315,,,28.443559276062214
10644,8500562,"Riniken, Post",47.490654,8.187488,,,29.3878235481125
10645,8500563,"Riniken, Gemeindehaus",47.4946,8.188,,,29.542958080656277
10646,8500564,"Rüfenach AG, Dorf",47.50938,8.205338,,,29.16253008520032
10648,8500566,"Stilli, Villigerstrasse",47.515392,8.231497,,,27.835089783235823
10653,8500572,"Villigen, Husberg",47.523148,8.215525,,,29.31545215606004
10655,8500574,"Veltheim AG, Wildenstein",47.42647,8.159227,,,29.21625479493234
10656,8500575,"Brugg AG, Aare AG",47.468,8.18031,,,28.91223079207728
10657,8500576,"Windisch, Zentrum",47.478977,8.216504,,,26.856318513287366
10658,8500577,"Windisch, Löwen",47.482906,8.227257,,,26.31292987444672
10659,8500578,"Windisch, Reformierte Kirche",47.481285,8.223915,,,26.460236852664266
10717,8500683,"Windisch, Dägerli",47.472088,8.227077,,,25.814367136026434
10820,8500786,"Windisch, Habsburgstrasse",47.4738,8.208715,,,27.159852218183985
10821,8500787,"Windisch, Weiermatt",47.47216,8.211356,,,26.905297565108757
10822,8500788,"Windisch, Garage Knecht",47.4682,8.211114,,,26.75388049781965
10878,8500926,"Oetwil a.d.L., Schweizäcker",47.423626,8.403183,,,11.500484824430368
10893,8500950,"Umiken, Oberdorf",47.48293,8.189536,,,28.89059760858295
10894,8500953,"Riniken, Bruggerstrasse",47.485626,8.186365,,,29.230971856831243
12288,8502019,Ermensee,47.229687,8.242312,,,27.88251764145985
12289,8502019:0,Ermensee,47.229687,8.242312,,,27.88251764145985
12290,8502019:0:1,Ermensee,47.229687,8.242312,,,27.88251764145985
12313,8502025,Baldegg,47.185688,8.2802305,,,29.03713519013301
12314,8502025:0,Baldegg,47.185688,8.2802305,,,29.03713519013301
12315,8502025:0:2,Baldegg,47.185688,8.2802305,,,29.03713519013301
12316,8502026,Gelfingen,47.21356,8.264824,,,27.688966585504204
12317,8502026:0,Gelfingen,47.21356,8.264824,,,27.688966585504204
12318,8502026:0:1,Gelfingen,47.21356,8.264824,,,27.688966585504204
12319,8502027,Hitzkirch,47.22267,8.252005,,Parent8502027,27.777497961408734
12320,8502027:0,Hitzkirch,47.22267,8.251996,,Parent8502027,27.778028535814215
12321,8502027:0:1,Hitzkirch,47.22267,8.251996,,Parent8502027,27.778028535814215
12322,8502027:0:2,Hitzkirch,47.22267,8.251996,,Parent8502027,27.778028535814215
12323,8502027P,Hitzkirch,47.22267,8.251996,1,,27.778028535814215
12328,8502029,Mosen,47.24429,8.224157,,,28.10102912269521
12329,8502029:0,Mosen,47.24429,8.224157,,,28.10102912269521
12330,8502029:0:1,Mosen,47.24429,8.224157,,,28.10102912269521
12331,8502030:0,Seon,47.346153,8.158805,,Parent8502030,28.96938425737084
12332,8502030:0:1,Seon,47.346153,8.158805,,Parent8502030,28.96938425737084
12333,8502030:0:2,Seon,47.346153,8.158805,,Parent8502030,28.96938425737084
12334,8502030P,Seon,47.346153,8.158805,1,,28.96938425737084
12335,8502031,Hallwil,47.328636,8.175944,,,28.00561963598343
12336,8502031:0,Hallwil,47.328636,8.175944,,,28.00561963598343
12337,8502031:0:1,Hallwil,47.328636,8.175944,,,28.00561963598343
12338,8502032:0,Boniswil,47.31504,8.18456,,,27.713803291164925
12339,8502032:0:1,Boniswil,47.31504,8.18456,,,27.713803291164925
12340,8502033,Birrwil,47.287857,8.199014,,Parent8502033,27.613717898095803
12341,8502033:0,Birrwil,47.287857,8.199014,,Parent8502033,27.613717898095803
12342,8502033:0:1,Birrwil,47.287857,8.199014,,Parent8502033,27.613717898095803
12343,8502033:0:2,Birrwil,47.287857,8.199014,,Parent8502033,27.613717898095803
12344,8502033P,Birrwil,47.287857,8.199014,1,,27.613717898095803
12345,8502034,Beinwil am See,47.26722,8.202238,,8502034P,28.311647964516723
12346,8502034:0,Beinwil am See,47.26722,8.202238,,Parent8502034,28.311647964516723
12347,8502034:0:1,Beinwil am See,47.26722,8.202238,,Parent8502034,28.311647964516723
12348,8502034:0:2,Beinwil am See,47.26722,8.202238,,Parent8502034,28.311647964516723
12349,8502034P,Beinwil am See,47.26722,8.202238,1,,28.311647964516723
12356,8502042,Hochdorf Schönau,47.164566,8.298736,,,29.945352038974697
12357,8502042:0,Hochdorf Schönau,47.164566,8.298736,,,29.945352038974697
12358,8502042:0:1,Hochdorf Schönau,47.164566,8.298736,,,29.945352038974697
12363,8502075,"Zürich Flughafen, Carterminal",47.451023,8.563729,,,8.30100283066301
12370,8502087,"Hohenrain, Post",47.180687,8.317743,,,27.649500701016553
12401,8502105,Othmarsingen,47.407433,8.214806,,8502105P,24.743081013872892
12402,8502105:0,Othmarsingen,47.407433,8.214806,,Parent8502105,24.743081013872892
12403,8502105:0:2,Othmarsingen,47.407433,8.214806,,Parent8502105,24.743081013872892
12404,8502105:0:3,Othmarsingen,47.407433,8.214806,,Parent8502105,24.743081013872892
12405,8502105:0:4,Othmarsingen,47.407433,8.214806,,Parent8502105,24.743081013872892
12406,8502105:0:5,Othmarsingen,47.407433,8.214806,,Parent8502105,24.743081013872892
12407,8502105P,Othmarsingen,47.407433,8.214806,1,,24.743081013872892
12408,8502106:0,Mägenwil,47.41451,8.235152,,Parent8502106,23.347118893480538
12409,8502106:0:2,Mägenwil,47.41451,8.235152,,Parent8502106,23.347118893480538
12410,8502106:0:3,Mägenwil,47.41451,8.235152,,Parent8502106,23.347118893480538
12411,8502106:0:4,Mägenwil,47.41451,8.235152,,8502106P,23.347118893480538
12412,8502106P,Mägenwil,47.41451,8.235152,1,,23.347118893480538
12448,8502115:0,Wildegg,47.415276,8.163018,,Parent8502115,28.73000033958975
12449,8502115:0:1,Wildegg,47.415276,8.163018,,Parent8502115,28.73000033958975
12450,8502115:0:2,Wildegg,47.415276,8.163018,,Parent8502115,28.73000033958975
12451,8502115:0:3,Wildegg,47.415276,8.163018,,Parent8502115,28.73000033958975
12452,8502115P,Wildegg,47.415276,8.163018,1,,28.73000033958975
12453,8502116:0,Schinznach Bad,47.451782,8.166944,,Parent8502116,29.304483426679802
12454,8502116:0:1,Schinznach Bad,47.451782,8.166944,,Parent8502116,29.304483426679802
12455,8502116:0:2,Schinznach Bad,47.451782,8.166944,,Parent8502116,29.304483426679802
12456,8502116P,Schinznach Bad,47.451782,8.166944,1,,29.304483426679802
12457,8502119,Lenzburg,47.391197,8.170393,,8502119P,27.913347677764424
12458,8502119:0,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12459,8502119:0:1,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12460,8502119:0:2,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12461,8502119:0:3,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12462,8502119:0:4,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12463,8502119:0:5,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12464,8502119:0:5AB,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12465,8502119:0:5CD,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12466,8502119:0:6,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12467,8502119:0:6A,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12468,8502119:0:6B,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12469,8502119:0:7,Lenzburg,47.391197,8.170393,,Parent8502119,27.913347677764424
12470,8502119P,Lenzburg,47.391197,8.170393,1,,27.913347677764424
12481,8502128,Holderbank AG,47.428642,8.16662,,Parent8502128,28.71498640614118
12482,8502128:0,Holderbank AG,47.428642,8.16662,,Parent8502128,28.71498640614118
12483,8502128:0:1,Holderbank AG,47.428642,8.16662,,Parent8502128,28.71498640614118
12484,8502128:0:2,Holderbank AG,47.428642,8.16662,,Parent8502128,28.71498640614118
12485,8502128P,Holderbank AG,47.428642,8.16662,1,,28.71498640614118
12486,8502133:0:311,Gexi,47.39253,8.192644,,,26.247074734397927
12533,8502185,Bremgarten Isenlauf,47.346066,8.341522,,,15.396573538501135
12534,8502186,Dietikon Stoffelbach,47.393326,8.39896,,Parent8502186,10.778897385862093
12535,8502186:0,Dietikon Stoffelbach,47.3934,8.398943,,Parent8502186,10.781454790806713
12536,8502186:0:1/2,Dietikon Stoffelbach,47.3934,8.398943,,Parent8502186,10.781454790806713
12537,8502186P,Dietikon Stoffelbach,47.3934,8.398943,1,,10.781454790806713
12538,8502187,Rudolfstetten Hofacker,47.36467,8.376952,,Parent8502187,12.396662429078907
12539,8502187:0,Rudolfstetten Hofacker,47.36474,8.377032,,Parent8502187,12.389733341855099
12540,8502187:0:1/2,Rudolfstetten Hofacker,47.36474,8.377032,,Parent8502187,12.389733341855099
12541,8502187P,Rudolfstetten Hofacker,47.36474,8.377032,1,,12.389733341855099
12542,8502188,Zufikon Hammergut,47.355957,8.354592,,Parent8502188,14.207624780143398
12543,8502188:0,Zufikon Hammergut,47.3559,8.354602,,Parent8502188,14.207988605276217
12544,8502188:0:1/2,Zufikon Hammergut,47.3559,8.354602,,Parent8502188,14.207988605276217
12545,8502188P,Zufikon Hammergut,47.3559,8.354602,1,,14.207988605276217
12576,8502202,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12577,8502202:0,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12578,8502202:0:1,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12579,8502202:0:2,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12580,8502202:0:3,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12581,8502202:0:4,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12582,8502202:0:5,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12583,8502202:0:6,Rotkreuz,47.14176,8.430491,,Parent8502202,27.586390848358477
12584,8502202:0:7,Rotkreuz,47.14176,8.430491,,8502202P,27.586390848358477
12585,8502202P,Rotkreuz,47.14176,8.430491,1,,27.586390848358477
12586,8502203:0,Cham,47.178246,8.457503,,Parent8502203,23.112571597273092
12587,8502203:0:1,Cham,47.178246,8.457503,,Parent8502203,23.112571597273092
12588,8502203:0:2,Cham,47.178246,8.457503,,Parent8502203,23.112571597273092
12589,8502203:0:3,Cham,47.178246,8.457503,,Parent8502203,23.112571597273092
12590,8502203P,Cham,47.178246,8.457503,1,,23.112571597273092
12591,8502204,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12592,8502204:0,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12593,8502204:0:1,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12594,8502204:0:2,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12595,8502204:0:3,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12596,8502204:0:4,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12597,8502204:0:5,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12598,8502204:0:6,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12599,8502204:0:6AB,Zug,47.17371,8.51505,,8502204P,22.839919878305125
12600,8502204:0:6B,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12601,8502204:0:6CD,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12602,8502204:0:7,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12603,8502204:0:7B,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12604,8502204:0:7CD,Zug,47.17371,8.51505,,Parent8502204,22.839919878305125
12605,8502204P,Zug,47.17371,8.51505,1,,22.839919878305125
12610,8502206,Baar,47.195366,8.52327,,Parent8502206,20.390357662442273
12611,8502206:0,Baar,47.195366,8.52327,,Parent8502206,20.390357662442273
12612,8502206:0:1,Baar,47.195366,8.52327,,Parent8502206,20.390357662442273
12613,8502206:0:2,Baar,47.195366,8.52327,,Parent8502206,20.390357662442273
12614,8502206:0:3,Baar,47.195366,8.52327,,Parent8502206,20.390357662442273
12615,8502206P,Baar,47.195366,8.52327,1,,20.390357662442273
12616,8502207:0,Sihlbrugg,47.23843,8.577061,,,15.802864152978689
12617,8502207:0:1,Sihlbrugg,47.23843,8.577061,,,15.802864152978689
12618,8502208,Horgen Oberdorf,47.258747,8.589816,,Parent8502208,13.811105271258148
12619,8502208:0,Horgen Oberdorf,47.258747,8.589816,,Parent8502208,13.811105271258148
12620,8502208:0:2,Horgen Oberdorf,47.258747,8.589816,,Parent8502208,13.811105271258148
12621,8502208:0:3,Horgen Oberdorf,47.258747,8.589816,,Parent8502208,13.811105271258148
12622,8502208:0:4,Horgen Oberdorf,47.258747,8.589816,,Parent8502208,13.811105271258148
12623,8502208P,Horgen Oberdorf,47.258747,8.589816,1,,13.811105271258148
12624,8502209,Oberrieden Dorf,47.27673,8.577653,,Parent8502209,11.640722820495512
12625,8502209:0,Oberrieden Dorf,47.27673,8.577653,,Parent8502209,11.640722820495512
12626,8502209:0:1,Oberrieden Dorf,47.27673,8.577653,,Parent8502209,11.640722820495512
12627,8502209:0:2,Oberrieden Dorf,47.27673,8.577653,,Parent8502209,11.640722820495512
12628,8502209P,Oberrieden Dorf,47.27673,8.577653,1,,11.640722820495512
12629,8502211,Hendschiken,47.389427,8.207386,,Parent8502211,25.11837540809948
12630,8502211:0,Hendschiken,47.389427,8.207386,,Parent8502211,25.11837540809948
12631,8502211:0:1,Hendschiken,47.389427,8.207386,,Parent8502211,25.11837540809948
12632,8502211:0:2,Hendschiken,47.389427,8.207386,,Parent8502211,25.11837540809948
12633,8502211:0:3,Hendschiken,47.389427,8.207386,,Parent8502211,25.11837540809948
12634,8502211P,Hendschiken,47.389427,8.207386,1,,25.11837540809948
12635,8502212,Dottikon-Dintikon,47.373646,8.234713,,Parent8502212,23.032732570644598
12636,8502212:0,Dottikon-Dintikon,47.373646,8.234713,,Parent8502212,23.032732570644598
12637,8502212:0:1,Dottikon-Dintikon,47.373646,8.234713,,Parent8502212,23.032732570644598
12638,8502212:0:2,Dottikon-Dintikon,47.373646,8.234713,,Parent8502212,23.032732570644598
12639,8502212:0:3,Dottikon-Dintikon,47.373646,8.234713,,Parent8502212,23.032732570644598
12640,8502212P,Dottikon-Dintikon,47.373646,8.234713,1,,23.032732570644598
12641,8502213,Wohlen AG,47.348465,8.269792,,Parent8502213,20.649541981560233
12642,8502213:0,Wohlen AG,47.348465,8.269792,,Parent8502213,20.649541981560233
12643,8502213:0:11,Wohlen AG,47.348465,8.269792,,Parent8502213,20.649541981560233
12644,8502213:0:2,Wohlen AG,47.348465,8.269792,,Parent8502213,20.649541981560233
12645,8502213:0:3,Wohlen AG,47.348465,8.269792,,Parent8502213,20.649541981560233
12646,8502213P,Wohlen AG,47.348465,8.269792,1,,20.649541981560233
12647,8502214,Boswil-Bünzen,47.305183,8.315283,,Parent8502214,18.800456981283357
12648,8502214:0,Boswil-Bünzen,47.305183,8.315283,,Parent8502214,18.800456981283357
12649,8502214:0:1,Boswil-Bünzen,47.305183,8.315283,,Parent8502214,18.800456981283357
12650,8502214:0:2,Boswil-Bünzen,47.305183,8.315283,,Parent8502214,18.800456981283357
12651,8502214P,Boswil-Bünzen,47.305183,8.315283,1,,18.800456981283357
12652,8502215,Muri AG,47.27667,8.339825,,Parent8502215,18.862872786801436
12653,8502215:0,Muri AG,47.27667,8.339825,,Parent8502215,18.862872786801436
12654,8502215:0:2,Muri AG,47.27667,8.339825,,8502215P,18.862872786801436
12655,8502215:0:3,Muri AG,47.27667,8.339825,,Parent8502215,18.862872786801436
12656,8502215:0:3A-C,Muri AG,47.27667,8.339825,,Parent8502215,18.862872786801436
12657,8502215:0:3DE,Muri AG,47.27667,8.339825,,Parent8502215,18.862872786801436
12658,8502215:0:4,Muri AG,47.27667,8.339825,,Parent8502215,18.862872786801436
12659,8502215P,Muri AG,47.27667,8.339825,1,,18.862872786801436
12660,8502216,Benzenschwil,47.246853,8.365615,,Parent8502216,19.66954894361368
12661,8502216:0,Benzenschwil,47.246853,8.365615,,Parent8502216,19.66954894361368
12662,8502216:0:2,Benzenschwil,47.246853,8.365615,,Parent8502216,19.66954894361368
12663,8502216:0:3,Benzenschwil,47.246853,8.365615,,Parent8502216,19.66954894361368
12664,8502216P,Benzenschwil,47.246853,8.365615,1,,19.66954894361368
12665,8502217,Mühlau,47.22502,8.388522,,Parent8502217,20.527872613944258
12666,8502217:0,Mühlau,47.22502,8.388522,,Parent8502217,20.527872613944258
12667,8502217:0:1,Mühlau,47.22502,8.388522,,Parent8502217,20.527872613944258
12668,8502217:0:2,Mühlau,47.22502,8.388522,,Parent8502217,20.527872613944258
12669,8502217P,Mühlau,47.22502,8.388522,1,,20.527872613944258
12670,8502218,Sins,47.188313,8.397828,,Parent8502218,23.703936741108247
12671,8502218:0,Sins,47.188313,8.397828,,Parent8502218,23.703936741108247
12672,8502218:0:2,Sins,47.188313,8.397828,,Parent8502218,23.703936741108247
12673,8502218:0:3,Sins,47.188313,8.397828,,Parent8502218,23.703936741108247
12674,8502218P,Sins,47.188313,8.397828,1,,23.703936741108247
12675,8502219,Oberrüti,47.165928,8.404781,,Parent8502219,25.73803363552884
12676,8502219:0,Oberrüti,47.165928,8.404781,,Parent8502219,25.73803363552884
12677,8502219:0:2,Oberrüti,47.165928,8.404781,,Parent8502219,25.73803363552884
12678,8502219:0:3,Oberrüti,47.165928,8.404781,,Parent8502219,25.73803363552884
12679,8502219P,Oberrüti,47.165928,8.404781,1,,25.73803363552884
12680,8502220,Urdorf,47.39088,8.4347315,,Parent8502220,8.074472204945705
12681,8502220:0,Urdorf,47.39088,8.4347315,,Parent8502220,8.074472204945705
12682,8502220:0:1,Urdorf,47.39088,8.4347315,,Parent8502220,8.074472204945705
12683,8502220:0:2,Urdorf,47.39088,8.4347315,,Parent8502220,8.074472204945705
12684,8502220P,Urdorf,47.39088,8.4347315,1,,8.074472204945705
12685,8502221:0,Birmensdorf ZH,47.35743,8.437552,,Parent8502221,8.074420436676956
12686,8502221:0:1,Birmensdorf ZH,47.35743,8.437552,,Parent8502221,8.074420436676956
12687,8502221:0:2,Birmensdorf ZH,47.35743,8.437552,,Parent8502221,8.074420436676956
12688,8502221P,Birmensdorf ZH,47.35743,8.437552,1,,8.074420436676956
12689,8502222,Bonstetten-Wettswil,47.325905,8.468194,,Parent8502222,7.957047072515833
12690,8502222:0,Bonstetten-Wettswil,47.325905,8.468194,,Parent8502222,7.957047072515833
12691,8502222:0:2,Bonstetten-Wettswil,47.325905,8.468194,,Parent8502222,7.957047072515833
12692,8502222:0:3,Bonstetten-Wettswil,47.325905,8.468194,,Parent8502222,7.957047072515833
12693,8502222P,Bonstetten-Wettswil,47.325905,8.468194,1,,7.957047072515833
12694,8502223,Hedingen,47.298782,8.44597,,Parent8502223,11.338414869325417
12695,8502223:0,Hedingen,47.298782,8.44597,,Parent8502223,11.338414869325417
12696,8502223:0:1,Hedingen,47.298782,8.44597,,Parent8502223,11.338414869325417
12697,8502223:0:2,Hedingen,47.298782,8.44597,,Parent8502223,11.338414869325417
12698,8502223P,Hedingen,47.298782,8.44597,1,,11.338414869325417
12699,8502224,Affoltern am Albis,47.276073,8.446598,,Parent8502224,13.37778522450042
12700,8502224:0,Affoltern am Albis,47.276073,8.446598,,Parent8502224,13.37778522450042
12701,8502224:0:1,Affoltern am Albis,47.276073,8.446598,,Parent8502224,13.37778522450042
12702,8502224:0:2,Affoltern am Albis,47.276073,8.446598,,Parent8502224,13.37778522450042
12703,8502224:0:3,Affoltern am Albis,47.276073,8.446598,,Parent8502224,13.37778522450042
12704,8502224P,Affoltern am Albis,47.276073,8.446598,1,,13.37778522450042
12705,8502225,Mettmenstetten,47.244072,8.457377,,,16.18118069896375
12706,8502225:0,Mettmenstetten,47.244072,8.457377,,,16.18118069896375
